feature,VIF,R2
temperature,65.35836624743445,0.984699739950442
min_temp,39.59886018080689,0.9747467478752156
max_temp,29.185612188865992,0.9657365419121998
dew_point,10.64366752974513,0.906047422356498
air_pressure,2.953692086315465,0.6614406746617134
humidity,1.7779540593198753,0.4375557710515129
cloud_cover,1.7089323772602163,0.4148393386968221
wind_speed,1.1623384804040946,0.13966540998251775
